0.0002	0	0.000682328
0.0002	0.01	0.00150189
0.0002	0.02	0.00102477
0.0002	0.03	0.0018655
0.0002	0.04	0.00326216
0.0002	0.05	0.00550651
0.0002	0.06	0.00900243
0.0002	0.07	0.0142886
0.0002	0.08	0.0220559
0.0002	0.09	0.033155
0.0002	0.1	0.0485861
0.0002	0.11	0.0694655
0.0002	0.12	0.0969636
0.0002	0.13	0.132211
0.0002	0.14	0.176171
0.0002	0.15	0.229498
0.0002	0.16	0.292371
0.0002	0.17	0.36435
0.0002	0.18	0.444254
0.0002	0.19	0.530103
0.0002	0.2	0.619127
0.0002	0.21	0.707872
0.0002	0.22	0.792399
0.0002	0.23	0.868555
0.0002	0.24	0.932308
0.0002	0.25	0.9801
0.0002	0.26	1.00917
0.0002	0.27	1.01783
0.0002	0.28	1.00561
0.0002	0.29	0.973304
0.0002	0.3	0.922912
0.0002	0.31	0.857399
0.0002	0.32	0.78043
0.0002	0.33	0.696034
0.0002	0.34	0.608257
0.0002	0.35	0.520854
0.0002	0.36	0.437049
0.0002	0.37	0.359369
0.0002	0.38	0.289574
0.0002	0.39	0.228663
0.0002	0.4	0.176957
0.0002	0.41	0.134216
0.0002	0.42	0.0997849
0.0002	0.43	0.0727436
0.0002	0.44	0.0520419
0.0002	0.45	0.0366132
0.0002	0.46	0.0254618
0.0002	0.47	0.0177231
0.0002	0.48	0.0127019
0.0002	0.49	0.00989278
0.0002	0.5	0.00899044
0.0002	0.51	0.00989278
0.0002	0.52	0.0127019
0.0002	0.53	0.0177231
0.0002	0.54	0.0254618
0.0002	0.55	0.0366132
0.0002	0.56	0.0520419
0.0002	0.57	0.0727436
0.0002	0.58	0.0997849
0.0002	0.59	0.134216
0.0002	0.6	0.176957
0.0002	0.61	0.228663
0.0002	0.62	0.289574
0.0002	0.63	0.359369
0.0002	0.64	0.437049
0.0002	0.65	0.520854
0.0002	0.66	0.608257
0.0002	0.67	0.696034
0.0002	0.68	0.78043
0.0002	0.69	0.857399
0.0002	0.7	0.922912
0.0002	0.71	0.973304
0.0002	0.72	1.00561
0.0002	0.73	1.01783
0.0002	0.74	1.00917
0.0002	0.75	0.9801
0.0002	0.76	0.932308
0.0002	0.77	0.868555
0.0002	0.78	0.792399
0.0002	0.79	0.707872
0.0002	0.8	0.619127
0.0002	0.81	0.530103
0.0002	0.82	0.444254
0.0002	0.83	0.36435
0.0002	0.84	0.292371
0.0002	0.85	0.229498
0.0002	0.86	0.176171
0.0002	0.87	0.132211
0.0002	0.88	0.0969636
0.0002	0.89	0.0694655
0.0002	0.9	0.0485861
0.0002	0.91	0.033155
0.0002	0.92	0.0220559
0.0002	0.93	0.0142886
0.0002	0.94	0.00900243
0.0002	0.95	0.00550651
0.0002	0.96	0.00326216
0.0002	0.97	0.0018655
0.0002	0.98	0.00102477
0.0002	0.99	0.00150189
0.0002	1	0.000682328


0.0003	0	0.000393669
0.0003	0.01	6.85181e-05
0.0003	0.02	0.000644842
0.0003	0.03	-0.000141027
0.0003	0.04	0.000322006
0.0003	0.05	0.0012752
0.0003	0.06	0.00302291
0.0003	0.07	0.00599344
0.0003	0.08	0.0107633
0.0003	0.09	0.0180747
0.0003	0.1	0.028841
0.0003	0.11	0.0441316
0.0003	0.12	0.0651316
0.0003	0.13	0.0930699
0.0003	0.14	0.129115
0.0003	0.15	0.174239
0.0003	0.16	0.229064
0.0003	0.17	0.2937
0.0003	0.18	0.367594
0.0003	0.19	0.449426
0.0003	0.2	0.537055
0.0003	0.21	0.627553
0.0003	0.22	0.717332
0.0003	0.23	0.802349
0.0003	0.24	0.878406
0.0003	0.25	0.941479
0.0003	0.26	0.988077
0.0003	0.27	1.01556
0.0003	0.28	1.02237
0.0003	0.29	1.0082
0.0003	0.3	0.974022
0.0003	0.31	0.921945
0.0003	0.32	0.855039
0.0003	0.33	0.777028
0.0003	0.34	0.691956
0.0003	0.35	0.603851
0.0003	0.36	0.516422
0.0003	0.37	0.432832
0.0003	0.38	0.355536
0.0003	0.39	0.286228
0.0003	0.4	0.225852
0.0003	0.41	0.174684
0.0003	0.42	0.132456
0.0003	0.43	0.0985053
0.0003	0.44	0.0719167
0.0003	0.45	0.0516644
0.0003	0.46	0.0367243
0.0003	0.47	0.0261634
0.0003	0.48	0.0192042
0.0003	0.49	0.0152666
0.0003	0.5	0.0139942
0.0003	0.51	0.0152666
0.0003	0.52	0.0192042
0.0003	0.53	0.0261634
0.0003	0.54	0.0367243
0.0003	0.55	0.0516644
0.0003	0.56	0.0719167
0.0003	0.57	0.0985053
0.0003	0.58	0.132456
0.0003	0.59	0.174684
0.0003	0.6	0.225852
0.0003	0.61	0.286228
0.0003	0.62	0.355536
0.0003	0.63	0.432832
0.0003	0.64	0.516422
0.0003	0.65	0.603851
0.0003	0.66	0.691956
0.0003	0.67	0.777028
0.0003	0.68	0.855039
0.0003	0.69	0.921945
0.0003	0.7	0.974022
0.0003	0.71	1.0082
0.0003	0.72	1.02237
0.0003	0.73	1.01556
0.0003	0.74	0.988077
0.0003	0.75	0.941479
0.0003	0.76	0.878406
0.0003	0.77	0.802349
0.0003	0.78	0.717332
0.0003	0.79	0.627553
0.0003	0.8	0.537055
0.0003	0.81	0.449426
0.0003	0.82	0.367594
0.0003	0.83	0.2937
0.0003	0.84	0.229064
0.0003	0.85	0.174239
0.0003	0.86	0.129115
0.0003	0.87	0.0930699
0.0003	0.88	0.0651316
0.0003	0.89	0.0441316
0.0003	0.9	0.028841
0.0003	0.91	0.0180747
0.0003	0.92	0.0107633
0.0003	0.93	0.00599344
0.0003	0.94	0.00302291
0.0003	0.95	0.0012752
0.0003	0.96	0.000322006
0.0003	0.97	-0.000141027
0.0003	0.98	0.000644842
0.0003	0.99	6.85181e-05
0.0003	1	0.000393669


0.0004	0	0.00022263
0.0004	0.01	-0.000463382
0.0004	0.02	-0.00109728
0.0004	0.03	-0.000898651
0.0004	0.04	-0.00212798
0.0004	0.05	-0.00216159
0.0004	0.06	-0.00173379
0.0004	0.07	-0.000502368
0.0004	0.08	0.00201228
0.0004	0.09	0.00644929
0.0004	0.1	0.0136203
0.0004	0.11	0.0245072
0.0004	0.12	0.0402379
0.0004	0.13	0.0620358
0.0004	0.14	0.0911375
0.0004	0.15	0.128681
0.0004	0.16	0.175568
0.0004	0.17	0.232309
0.0004	0.18	0.298871
0.0004	0.19	0.374546
0.0004	0.2	0.457853
0.0004	0.21	0.546514
